SpinId,TotalBet,TotalWin,IsBonus,RunningRtp,WinCount
58120,20,0,False,0.42743117687543014,0
58121,20,4,False,0.42742726381170315,1
58122,20,25,False,0.4274414163311655,2
58123,20,0,False,0.4274340622473031,0
58124,20,20,False,0.4274439130135572,3
58125,20,0,False,0.42743655913978496,0
58126,20,0,False,0.42742920551904484,0
58127,20,3,False,0.42742443270769176,1
58128,20,0,False,0.42741707954858243,0
58129,20,0,False,0.4274097266424676,0
58130,20,104,False,0.4274918286599002,5
58131,20,0,False,0.427484474720889,0
58132,20,0,False,0.4274771210348861,0
58133,20,0,False,0.42746976760187844,0
58134,20,15,False,0.42747531565004987,1
58135,20,0,False,0.4274679625010751,0
58136,20,0,False,0.427460609605064,0
58137,20,0,False,0.42745325696200354,0
58138,20,9,False,0.4274536447762221,2
58139,20,0,False,0.42744629250589106,0
58140,20,0,False,0.4274389404884761,0
58141,20,0,False,0.42743158872396414,0
58142,20,24,False,0.4274448763372433,5
58143,20,8,False,0.4274444043135029,2
58144,20,0,False,0.4274370528343423,0
58145,20,0,False,0.42742970160804883,0
58146,20,0,False,0.4274223506346094,0
58147,20,0,False,0.42741499991401105,0
58148,20,0,False,0.4274076494462406,0
58149,20,0,False,0.42740029923128514,0
58150,20,66,False,0.42744969905417024,6
58151,20,0,False,0.42744234836890166,0
58152,20,0,False,0.4274349979364424,0
58153,20,0,False,0.42742764775677955,0
58154,20,0,False,0.42742029782989993,0
58155,20,0,False,0.42741294815579056,0
58156,20,0,False,0.4274055987344384,0
58157,20,50,False,0.4274412366525096,2
